po_id,warehouse_id,store_id,transfer_date,receive_date,qty
PO-0406,WH-0002,STORE-0010,2024-04-05,2024-04-05,178
PO-0406,WH-0002,STORE-0002,2024-04-05,2024-04-05,193
PO-0407,WH-0003,STORE-0003,2024-04-04,2024-04-06,83
PO-0407,WH-0003,STORE-0007,2024-04-06,2024-04-07,21
PO-0407,WH-0003,STORE-0003,2024-04-09,2024-04-09,17
PO-0408,WH-0002,STORE-0003,2024-02-06,2024-02-07,455
PO-0409,WH-0002,STORE-0005,2023-04-05,2023-04-07,193
PO-0409,WH-0002,STORE-0008,2023-04-06,2023-04-07,47
PO-0409,WH-0002,STORE-0005,2023-04-08,2023-04-09,117
PO-0410,WH-0003,STORE-0001,2023-02-12,2023-02-12,47
PO-0410,WH-0003,STORE-0006,2023-02-12,2023-02-12,64
PO-0410,WH-0003,STORE-0004,2023-02-13,2023-02-13,44
PO-0411,WH-0001,STORE-0008,2023-07-29,2023-07-31,380
PO-0412,WH-0001,STORE-0010,2024-06-01,2024-06-03,179
PO-0412,WH-0001,STORE-0005,2024-06-03,2024-06-04,88
PO-0412,WH-0001,STORE-0003,2024-06-05,2024-06-05,38
PO-0413,WH-0003,STORE-0004,2024-06-28,2024-06-28,117
PO-0414,WH-0001,STORE-0010,2024-03-14,2024-03-14,248
PO-0414,WH-0001,STORE-0006,2024-03-15,2024-03-17,133
PO-0414,WH-0001,STORE-0004,2024-03-18,2024-03-19,59
PO-0415,WH-0001,STORE-0001,2023-01-31,2023-01-31,184
PO-0416,WH-0003,STORE-0002,2024-02-25,2024-02-25,442
PO-0417,WH-0002,STORE-0006,2024-02-20,2024-02-20,309
PO-0417,WH-0002,STORE-0004,2024-02-20,2024-02-20,16
PO-0418,WH-0001,STORE-0005,2023-04-03,2023-04-05,154
PO-0419,WH-0003,STORE-0003,2024-07-13,2024-07-13,135
PO-0419,WH-0003,STORE-0003,2024-07-13,2024-07-14,239
PO-0420,WH-0001,STORE-0003,2023-03-18,2023-03-19,423
PO-0421,WH-0003,STORE-0008,2023-03-07,2023-03-07,49
PO-0421,WH-0003,STORE-0006,2023-03-09,2023-03-11,60
PO-0422,WH-0001,STORE-0002,2023-03-07,2023-03-07,65
PO-0422,WH-0001,STORE-0004,2023-03-08,2023-03-08,14
PO-0422,WH-0001,STORE-0006,2023-03-11,2023-03-12,32
PO-0423,WH-0003,STORE-0010,2023-01-17,2023-01-19,33
PO-0423,WH-0003,STORE-0003,2023-01-18,2023-01-19,160
PO-0423,WH-0003,STORE-0001,2023-01-19,2023-01-21,124
PO-0424,WH-0002,STORE-0010,2023-09-30,2023-10-01,433
PO-0425,WH-0002,STORE-0008,2023-05-16,2023-05-18,210
PO-0425,WH-0002,STORE-0009,2023-05-16,2023-05-17,10
PO-0425,WH-0002,STORE-0008,2023-05-18,2023-05-20,1
PO-0426,WH-0002,STORE-0006,2024-06-25,2024-06-27,371
PO-0427,WH-0002,STORE-0005,2024-06-16,2024-06-18,252
PO-0427,WH-0002,STORE-0010,2024-06-19,2024-06-21,173
PO-0427,WH-0002,STORE-0004,2024-06-19,2024-06-19,64
PO-0428,WH-0001,STORE-0004,2023-06-18,2023-06-19,212
PO-0428,WH-0001,STORE-0007,2023-06-21,2023-06-23,131
PO-0429,WH-0001,STORE-0002,2023-09-06,2023-09-06,45
PO-0429,WH-0001,STORE-0005,2023-09-06,2023-09-07,27
PO-0430,WH-0001,STORE-0001,2023-09-13,2023-09-14,246
PO-0431,WH-0002,STORE-0007,2023-02-18,2023-02-19,129
PO-0431,WH-0002,STORE-0008,2023-02-20,2023-02-21,35
PO-0432,WH-0003,STORE-0008,2023-12-01,2023-12-01,101
PO-0432,WH-0003,STORE-0002,2023-12-03,2023-12-04,241
PO-0433,WH-0001,STORE-0009,2023-03-02,2023-03-04,42
PO-0433,WH-0001,STORE-0005,2023-03-02,2023-03-02,31
PO-0434,WH-0002,STORE-0006,2024-04-28,2024-04-28,217
PO-0435,WH-0003,STORE-0005,2023-01-17,2023-01-18,178
PO-0435,WH-0003,STORE-0004,2023-01-19,2023-01-21,160
PO-0436,WH-0001,STORE-0005,2023-09-18,2023-09-18,288
PO-0436,WH-0001,STORE-0006,2023-09-20,2023-09-21,11
PO-0436,WH-0001,STORE-0010,2023-09-23,2023-09-25,3
PO-0437,WH-0002,STORE-0003,2024-07-30,2024-07-31,75
PO-0437,WH-0002,STORE-0004,2024-07-31,2024-08-02,52
PO-0438,WH-0001,STORE-0010,2023-01-31,2023-02-02,274
PO-0438,WH-0001,STORE-0008,2023-02-03,2023-02-04,101
PO-0439,WH-0002,STORE-0007,2023-12-13,2023-12-13,229
PO-0439,WH-0002,STORE-0008,2023-12-16,2023-12-18,255
PO-0440,WH-0001,STORE-0003,2023-04-23,2023-04-24,157
PO-0440,WH-0001,STORE-0008,2023-04-23,2023-04-25,107
PO-0441,WH-0003,STORE-0007,2023-06-09,2023-06-11,36
PO-0441,WH-0003,STORE-0009,2023-06-12,2023-06-13,36
PO-0442,WH-0001,STORE-0003,2024-03-12,2024-03-12,26
PO-0442,WH-0001,STORE-0010,2024-03-14,2024-03-16,155
PO-0442,WH-0001,STORE-0007,2024-03-17,2024-03-17,103
PO-0443,WH-0001,STORE-0007,2024-08-23,2024-08-23,376
PO-0444,WH-0002,STORE-0010,2024-08-08,2024-08-09,171
PO-0445,WH-0001,STORE-0002,2024-02-21,2024-02-23,212
PO-0446,WH-0001,STORE-0010,2023-03-26,2023-03-27,105
PO-0447,WH-0001,STORE-0002,2024-04-15,2024-04-16,111
PO-0448,WH-0001,STORE-0005,2024-04-14,2024-04-16,486
PO-0449,WH-0002,STORE-0009,2023-11-22,2023-11-22,33
PO-0449,WH-0002,STORE-0006,2023-11-23,2023-11-24,37
PO-0450,WH-0001,STORE-0003,2023-06-05,2023-06-07,232
PO-0451,WH-0002,STORE-0007,2023-11-12,2023-11-12,14
PO-0451,WH-0002,STORE-0004,2023-11-13,2023-11-14,51
PO-0452,WH-0001,STORE-0003,2024-08-08,2024-08-10,70
PO-0452,WH-0001,STORE-0009,2024-08-10,2024-08-12,13
PO-0452,WH-0001,STORE-0005,2024-08-13,2024-08-13,15
PO-0453,WH-0002,STORE-0002,2023-05-09,2023-05-10,116
PO-0454,WH-0001,STORE-0008,2024-01-31,2024-02-01,301
PO-0454,WH-0001,STORE-0001,2024-02-03,2024-02-05,28
PO-0454,WH-0001,STORE-0005,2024-02-03,2024-02-05,19
PO-0455,WH-0002,STORE-0005,2023-01-29,2023-01-30,441
PO-0455,WH-0002,STORE-0007,2023-01-30,2023-01-30,23
PO-0456,WH-0002,STORE-0008,2023-05-11,2023-05-12,65
PO-0456,WH-0002,STORE-0010,2023-05-12,2023-05-12,54
PO-0456,WH-0002,STORE-0001,2023-05-15,2023-05-15,17
PO-0457,WH-0002,STORE-0005,2024-02-21,2024-02-23,285
PO-0457,WH-0002,STORE-0004,2024-02-21,2024-02-22,114
PO-0458,WH-0001,STORE-0002,2023-08-13,2023-08-13,198
PO-0458,WH-0001,STORE-0008,2023-08-15,2023-08-15,36
PO-0458,WH-0001,STORE-0004,2023-08-17,2023-08-19,44
PO-0459,WH-0002,STORE-0008,2023-09-22,2023-09-23,28
PO-0459,WH-0002,STORE-0007,2023-09-24,2023-09-24,232
PO-0460,WH-0003,STORE-0005,2023-03-08,2023-03-08,120
PO-0461,WH-0002,STORE-0008,2024-06-30,2024-07-01,393
PO-0461,WH-0002,STORE-0002,2024-07-03,2024-07-03,63
PO-0462,WH-0003,STORE-0008,2024-01-14,2024-01-15,45
PO-0462,WH-0003,STORE-0001,2024-01-15,2024-01-17,53
PO-0462,WH-0003,STORE-0003,2024-01-15,2024-01-16,128
PO-0463,WH-0001,STORE-0003,2023-12-07,2023-12-07,35
PO-0463,WH-0001,STORE-0003,2023-12-07,2023-12-08,14
PO-0463,WH-0001,STORE-0003,2023-12-09,2023-12-09,14
PO-0464,WH-0002,STORE-0008,2023-02-17,2023-02-19,23
PO-0464,WH-0002,STORE-0002,2023-02-17,2023-02-18,43
PO-0464,WH-0002,STORE-0008,2023-02-19,2023-02-19,13
PO-0465,WH-0001,STORE-0004,2024-07-05,2024-07-05,169
PO-0466,WH-0003,STORE-0002,2023-09-24,2023-09-24,323
PO-0467,WH-0002,STORE-0006,2023-03-14,2023-03-14,483
PO-0468,WH-0003,STORE-0003,2024-01-04,2024-01-06,353
PO-0469,WH-0003,STORE-0009,2024-01-16,2024-01-16,340
PO-0470,WH-0002,STORE-0010,2023-07-29,2023-07-29,107
PO-0470,WH-0002,STORE-0007,2023-08-01,2023-08-01,220
PO-0471,WH-0003,STORE-0006,2023-02-12,2023-02-13,358
PO-0472,WH-0002,STORE-0006,2024-05-08,2024-05-08,153
PO-0473,WH-0003,STORE-0004,2023-07-17,2023-07-17,80
PO-0474,WH-0001,STORE-0001,2023-06-12,2023-06-12,198
PO-0474,WH-0001,STORE-0005,2023-06-13,2023-06-15,220
PO-0474,WH-0001,STORE-0002,2023-06-16,2023-06-18,72
PO-0475,WH-0002,STORE-0006,2024-02-01,2024-02-03,317
PO-0475,WH-0002,STORE-0003,2024-02-04,2024-02-05,33
PO-0476,WH-0002,STORE-0008,2023-12-04,2023-12-04,172
PO-0476,WH-0002,STORE-0010,2023-12-06,2023-12-08,19
PO-0476,WH-0002,STORE-0007,2023-12-09,2023-12-11,264
PO-0477,WH-0003,STORE-0001,2023-11-28,2023-11-28,370
PO-0477,WH-0003,STORE-0005,2023-11-28,2023-11-28,13
PO-0477,WH-0003,STORE-0004,2023-12-01,2023-12-03,22
PO-0478,WH-0002,STORE-0006,2024-01-07,2024-01-08,467
PO-0479,WH-0002,STORE-0007,2023-11-03,2023-11-03,409
PO-0480,WH-0003,STORE-0010,2024-08-09,2024-08-10,212
PO-0481,WH-0003,STORE-0006,2023-08-29,2023-08-31,304
PO-0482,WH-0001,STORE-0005,2023-03-28,2023-03-28,92
PO-0482,WH-0001,STORE-0006,2023-03-29,2023-03-30,33
PO-0482,WH-0001,STORE-0004,2023-03-30,2023-04-01,10
PO-0483,WH-0001,STORE-0010,2023-12-20,2023-12-21,66
PO-0483,WH-0001,STORE-0008,2023-12-22,2023-12-24,33
PO-0483,WH-0001,STORE-0002,2023-12-22,2023-12-23,58
PO-0484,WH-0002,STORE-0003,2024-01-01,2024-01-01,418
PO-0485,WH-0002,STORE-0010,2024-04-07,2024-04-09,261
PO-0486,WH-0003,STORE-0002,2024-01-08,2024-01-09,474
PO-0487,WH-0002,STORE-0004,2023-08-24,2023-08-24,379
PO-0487,WH-0002,STORE-0003,2023-08-27,2023-08-29,80
PO-0488,WH-0002,STORE-0004,2023-01-30,2023-01-31,67
PO-0488,WH-0002,STORE-0002,2023-02-02,2023-02-03,20
PO-0489,WH-0003,STORE-0008,2023-06-28,2023-06-29,70
PO-0489,WH-0003,STORE-0003,2023-07-01,2023-07-02,27
PO-0490,WH-0002,STORE-0005,2024-05-24,2024-05-26,52
PO-0490,WH-0002,STORE-0009,2024-05-25,2024-05-27,332
PO-0491,WH-0002,STORE-0005,2023-06-14,2023-06-15,128
PO-0491,WH-0002,STORE-0007,2023-06-16,2023-06-18,27
PO-0492,WH-0002,STORE-0003,2024-08-05,2024-08-07,185
PO-0493,WH-0002,STORE-0004,2023-09-05,2023-09-05,342
PO-0494,WH-0003,STORE-0006,2023-06-12,2023-06-13,195
PO-0494,WH-0003,STORE-0007,2023-06-15,2023-06-17,36
PO-0494,WH-0003,STORE-0007,2023-06-17,2023-06-18,37
PO-0495,WH-0002,STORE-0007,2024-05-14,2024-05-14,28
PO-0495,WH-0002,STORE-0010,2024-05-14,2024-05-14,59
PO-0495,WH-0002,STORE-0007,2024-05-15,2024-05-16,68
PO-0496,WH-0002,STORE-0006,2023-04-06,2023-04-08,135
PO-0496,WH-0002,STORE-0007,2023-04-06,2023-04-07,51
PO-0496,WH-0002,STORE-0004,2023-04-07,2023-04-08,21
PO-0497,WH-0001,STORE-0001,2024-05-30,2024-06-01,356
PO-0497,WH-0001,STORE-0005,2024-05-31,2024-06-02,22
PO-0498,WH-0002,STORE-0004,2024-01-24,2024-01-26,140
PO-0498,WH-0002,STORE-0002,2024-01-25,2024-01-25,11
PO-0498,WH-0002,STORE-0007,2024-01-28,2024-01-30,127
PO-0499,WH-0003,STORE-0003,2024-04-28,2024-04-29,226
PO-0499,WH-0003,STORE-0005,2024-04-30,2024-05-02,98
PO-0499,WH-0003,STORE-0010,2024-05-03,2024-05-04,14
PO-0500,WH-0003,STORE-0010,2023-04-14,2023-04-15,65
PO-0500,WH-0003,STORE-0004,2023-04-15,2023-04-17,147
PO-0500,WH-0003,STORE-0005,2023-04-18,2023-04-18,251
PO-0501,WH-0003,STORE-0002,2023-09-01,2023-09-03,59
PO-0501,WH-0003,STORE-0009,2023-09-04,2023-09-05,410
PO-0502,WH-0002,STORE-0003,2024-05-14,2024-05-15,97
PO-0502,WH-0002,STORE-0004,2024-05-15,2024-05-16,44
PO-0502,WH-0002,STORE-0009,2024-05-16,2024-05-16,152
PO-0503,WH-0003,STORE-0004,2023-02-16,2023-02-16,105
PO-0503,WH-0003,STORE-0005,2023-02-17,2023-02-18,108
PO-0503,WH-0003,STORE-0010,2023-02-20,2023-02-20,246
PO-0504,WH-0001,STORE-0002,2023-06-05,2023-06-06,138
PO-0505,WH-0003,STORE-0001,2023-08-20,2023-08-22,31
PO-0505,WH-0003,STORE-0008,2023-08-21,2023-08-22,40
PO-0506,WH-0002,STORE-0005,2024-03-27,2024-03-27,477
PO-0507,WH-0002,STORE-0009,2023-03-14,2023-03-14,253
PO-0508,WH-0003,STORE-0005,2024-06-28,2024-06-29,399
PO-0508,WH-0003,STORE-0010,2024-07-01,2024-07-02,31
PO-0508,WH-0003,STORE-0006,2024-07-03,2024-07-05,22
PO-0509,WH-0003,STORE-0006,2024-07-04,2024-07-06,250
PO-0509,WH-0003,STORE-0007,2024-07-07,2024-07-09,12
PO-0510,WH-0002,STORE-0001,2024-09-04,2024-09-05,61
PO-0510,WH-0002,STORE-0003,2024-09-07,2024-09-07,277
PO-0511,WH-0002,STORE-0006,2024-07-11,2024-07-12,73
PO-0511,WH-0002,STORE-0007,2024-07-14,2024-07-16,75
PO-0511,WH-0002,STORE-0001,2024-07-15,2024-07-17,37
PO-0512,WH-0001,STORE-0006,2024-08-22,2024-08-22,138
PO-0513,WH-0003,STORE-0010,2024-02-20,2024-02-21,129
PO-0513,WH-0003,STORE-0010,2024-02-23,2024-02-23,199
PO-0513,WH-0003,STORE-0007,2024-02-25,2024-02-26,75
PO-0514,WH-0002,STORE-0010,2024-05-09,2024-05-09,28
PO-0514,WH-0002,STORE-0010,2024-05-10,2024-05-12,18
PO-0514,WH-0002,STORE-0003,2024-05-10,2024-05-11,14
PO-0515,WH-0001,STORE-0008,2023-11-24,2023-11-24,290
PO-0515,WH-0001,STORE-0002,2023-11-27,2023-11-28,199
PO-0516,WH-0002,STORE-0003,2023-08-27,2023-08-29,446
PO-0517,WH-0002,STORE-0001,2024-03-15,2024-03-15,146
PO-0518,WH-0001,STORE-0005,2024-05-27,2024-05-29,122
PO-0518,WH-0001,STORE-0002,2024-05-30,2024-06-01,348
PO-0519,WH-0003,STORE-0008,2023-03-18,2023-03-18,195
PO-0519,WH-0003,STORE-0010,2023-03-20,2023-03-22,24
PO-0519,WH-0003,STORE-0006,2023-03-20,2023-03-21,37
PO-0520,WH-0001,STORE-0009,2024-08-10,2024-08-11,411
PO-0520,WH-0001,STORE-0005,2024-08-11,2024-08-11,38
PO-0520,WH-0001,STORE-0002,2024-08-13,2024-08-13,49
PO-0521,WH-0002,STORE-0004,2023-09-18,2023-09-20,161
PO-0521,WH-0002,STORE-0010,2023-09-18,2023-09-19,73
PO-0522,WH-0003,STORE-0001,2024-01-24,2024-01-25,305
PO-0522,WH-0003,STORE-0010,2024-01-24,2024-01-26,70
PO-0523,WH-0002,STORE-0006,2023-02-08,2023-02-10,173
PO-0523,WH-0002,STORE-0009,2023-02-09,2023-02-11,181
PO-0524,WH-0002,STORE-0001,2024-09-04,2024-09-06,133
PO-0525,WH-0003,STORE-0005,2023-04-10,2023-04-10,62
PO-0525,WH-0003,STORE-0008,2023-04-13,2023-04-13,13
PO-0526,WH-0003,STORE-0001,2023-08-16,2023-08-18,396
PO-0527,WH-0003,STORE-0005,2024-03-08,2024-03-10,73
PO-0527,WH-0003,STORE-0004,2024-03-11,2024-03-12,219
PO-0528,WH-0002,STORE-0006,2023-07-10,2023-07-10,25
PO-0528,WH-0002,STORE-0004,2023-07-11,2023-07-13,118
PO-0528,WH-0002,STORE-0003,2023-07-11,2023-07-12,21
PO-0529,WH-0002,STORE-0003,2023-10-20,2023-10-20,444
PO-0529,WH-0002,STORE-0006,2023-10-23,2023-10-24,42
PO-0530,WH-0003,STORE-0002,2023-08-23,2023-08-25,210
PO-0530,WH-0003,STORE-0005,2023-08-25,2023-08-27,262
PO-0531,WH-0003,STORE-0002,2023-04-20,2023-04-20,211
PO-0531,WH-0003,STORE-0010,2023-04-22,2023-04-22,106
PO-0531,WH-0003,STORE-0008,2023-04-24,2023-04-26,20
PO-0532,WH-0002,STORE-0008,2023-10-24,2023-10-25,236
PO-0532,WH-0002,STORE-0004,2023-10-25,2023-10-27,23
PO-0532,WH-0002,STORE-0001,2023-10-26,2023-10-27,37
PO-0533,WH-0001,STORE-0007,2023-12-06,2023-12-08,58
PO-0533,WH-0001,STORE-0002,2023-12-07,2023-12-08,17
PO-0533,WH-0001,STORE-0003,2023-12-10,2023-12-10,71
PO-0534,WH-0003,STORE-0010,2023-03-17,2023-03-18,96
PO-0534,WH-0003,STORE-0004,2023-03-18,2023-03-18,113
PO-0534,WH-0003,STORE-0004,2023-03-18,2023-03-19,47
PO-0535,WH-0002,STORE-0003,2023-06-09,2023-06-11,162
PO-0535,WH-0002,STORE-0002,2023-06-12,2023-06-13,39
PO-0536,WH-0003,STORE-0006,2024-03-01,2024-03-01,237
PO-0536,WH-0003,STORE-0002,2024-03-01,2024-03-01,111
PO-0537,WH-0002,STORE-0009,2023-07-24,2023-07-24,352
PO-0537,WH-0002,STORE-0010,2023-07-24,2023-07-26,49
PO-0538,WH-0003,STORE-0002,2024-01-16,2024-01-18,391
PO-0538,WH-0003,STORE-0007,2024-01-17,2024-01-18,89
PO-0539,WH-0003,STORE-0002,2023-07-14,2023-07-15,26
PO-0539,WH-0003,STORE-0009,2023-07-14,2023-07-14,89
PO-0540,WH-0003,STORE-0009,2024-08-10,2024-08-12,211
PO-0540,WH-0003,STORE-0009,2024-08-13,2024-08-15,26
PO-0540,WH-0003,STORE-0004,2024-08-13,2024-08-15,161
PO-0541,WH-0002,STORE-0003,2023-04-10,2023-04-10,431
PO-0542,WH-0001,STORE-0003,2023-12-14,2023-12-16,20
PO-0542,WH-0001,STORE-0003,2023-12-15,2023-12-15,180
PO-0543,WH-0001,STORE-0002,2024-04-29,2024-05-01,347
PO-0544,WH-0003,STORE-0007,2024-05-06,2024-05-08,97
PO-0544,WH-0003,STORE-0004,2024-05-06,2024-05-07,397
PO-0545,WH-0002,STORE-0009,2023-11-12,2023-11-13,94
PO-0545,WH-0002,STORE-0008,2023-11-13,2023-11-15,14
PO-0545,WH-0002,STORE-0009,2023-11-15,2023-11-16,12
PO-0546,WH-0003,STORE-0001,2024-03-07,2024-03-07,94
PO-0546,WH-0003,STORE-0003,2024-03-07,2024-03-08,13
PO-0546,WH-0003,STORE-0003,2024-03-08,2024-03-10,16
PO-0547,WH-0001,STORE-0003,2023-07-20,2023-07-22,81
PO-0547,WH-0001,STORE-0009,2023-07-23,2023-07-24,19
PO-0547,WH-0001,STORE-0007,2023-07-25,2023-07-27,120
PO-0548,WH-0001,STORE-0005,2023-12-01,2023-12-03,52
PO-0548,WH-0001,STORE-0003,2023-12-04,2023-12-06,229
PO-0549,WH-0001,STORE-0005,2024-08-30,2024-09-01,452
PO-0550,WH-0002,STORE-0009,2023-05-26,2023-05-28,154
PO-0550,WH-0002,STORE-0003,2023-05-27,2023-05-28,63
PO-0550,WH-0002,STORE-0007,2023-05-30,2023-05-30,39
PO-0551,WH-0001,STORE-0002,2024-02-01,2024-02-03,152
PO-0552,WH-0001,STORE-0002,2023-12-13,2023-12-14,114
PO-0552,WH-0001,STORE-0006,2023-12-13,2023-12-14,15
PO-0552,WH-0001,STORE-0004,2023-12-14,2023-12-15,18
PO-0553,WH-0002,STORE-0004,2023-09-19,2023-09-20,209
PO-0554,WH-0002,STORE-0009,2024-06-11,2024-06-13,83
PO-0555,WH-0002,STORE-0009,2023-11-05,2023-11-06,58
PO-0555,WH-0002,STORE-0010,2023-11-07,2023-11-07,148
PO-0555,WH-0002,STORE-0003,2023-11-07,2023-11-08,149
PO-0556,WH-0001,STORE-0009,2023-05-27,2023-05-29,233
PO-0557,WH-0001,STORE-0005,2024-02-23,2024-02-23,75
PO-0557,WH-0001,STORE-0003,2024-02-24,2024-02-24,347
PO-0558,WH-0003,STORE-0001,2023-02-06,2023-02-08,44
PO-0558,WH-0003,STORE-0004,2023-02-08,2023-02-10,55
PO-0558,WH-0003,STORE-0008,2023-02-11,2023-02-11,14
PO-0559,WH-0001,STORE-0005,2023-02-18,2023-02-19,267
PO-0559,WH-0001,STORE-0009,2023-02-21,2023-02-23,177
PO-0560,WH-0002,STORE-0002,2023-03-06,2023-03-07,64
PO-0560,WH-0002,STORE-0006,2023-03-09,2023-03-09,10
PO-0561,WH-0001,STORE-0004,2024-04-10,2024-04-10,179
PO-0562,WH-0001,STORE-0005,2023-08-13,2023-08-15,31
PO-0562,WH-0001,STORE-0007,2023-08-16,2023-08-18,12
PO-0562,WH-0001,STORE-0008,2023-08-17,2023-08-18,161
PO-0563,WH-0001,STORE-0004,2024-06-23,2024-06-25,325
PO-0563,WH-0001,STORE-0007,2024-06-23,2024-06-25,83
PO-0564,WH-0001,STORE-0009,2024-06-23,2024-06-25,194
PO-0565,WH-0003,STORE-0009,2024-05-31,2024-05-31,96
PO-0565,WH-0003,STORE-0006,2024-06-01,2024-06-01,48
PO-0565,WH-0003,STORE-0001,2024-06-03,2024-06-04,304
PO-0566,WH-0003,STORE-0002,2023-08-03,2023-08-04,105
PO-0566,WH-0003,STORE-0009,2023-08-04,2023-08-04,96
PO-0567,WH-0001,STORE-0005,2024-05-30,2024-05-30,85
PO-0567,WH-0001,STORE-0010,2024-05-30,2024-05-31,134
PO-0568,WH-0001,STORE-0001,2023-04-08,2023-04-09,273
PO-0568,WH-0001,STORE-0001,2023-04-11,2023-04-12,119
PO-0569,WH-0002,STORE-0005,2024-06-12,2024-06-13,94
PO-0569,WH-0002,STORE-0006,2024-06-12,2024-06-14,10
PO-0569,WH-0002,STORE-0007,2024-06-13,2024-06-14,77
PO-0570,WH-0001,STORE-0008,2023-11-08,2023-11-08,101
PO-0571,WH-0001,STORE-0003,2023-11-04,2023-11-05,240
PO-0571,WH-0001,STORE-0001,2023-11-04,2023-11-04,17
PO-0571,WH-0001,STORE-0004,2023-11-06,2023-11-07,11
PO-0572,WH-0002,STORE-0007,2023-02-20,2023-02-20,196
PO-0572,WH-0002,STORE-0002,2023-02-22,2023-02-23,193
PO-0573,WH-0002,STORE-0006,2024-01-12,2024-01-14,499
PO-0574,WH-0002,STORE-0004,2023-12-23,2023-12-23,254
PO-0575,WH-0001,STORE-0007,2024-02-13,2024-02-14,78
PO-0575,WH-0001,STORE-0001,2024-02-15,2024-02-15,381
PO-0576,WH-0002,STORE-0002,2023-05-03,2023-05-04,146
PO-0576,WH-0002,STORE-0009,2023-05-06,2023-05-07,336
PO-0577,WH-0002,STORE-0007,2024-05-25,2024-05-25,74
PO-0577,WH-0002,STORE-0002,2024-05-25,2024-05-25,68
PO-0578,WH-0001,STORE-0009,2023-02-13,2023-02-13,297
PO-0579,WH-0001,STORE-0006,2024-03-09,2024-03-10,183
PO-0580,WH-0003,STORE-0005,2024-07-07,2024-07-08,158
PO-0580,WH-0003,STORE-0007,2024-07-07,2024-07-07,262
PO-0581,WH-0003,STORE-0004,2023-12-26,2023-12-27,33
PO-0581,WH-0003,STORE-0004,2023-12-26,2023-12-28,26
PO-0581,WH-0003,STORE-0004,2023-12-29,2023-12-30,39
PO-0582,WH-0003,STORE-0010,2023-09-24,2023-09-24,74
PO-0582,WH-0003,STORE-0004,2023-09-25,2023-09-25,19
PO-0582,WH-0003,STORE-0007,2023-09-26,2023-09-26,33
PO-0583,WH-0002,STORE-0007,2023-02-28,2023-02-28,308
PO-0584,WH-0002,STORE-0007,2023-06-23,2023-06-24,214
PO-0585,WH-0001,STORE-0004,2023-03-06,2023-03-07,128
PO-0585,WH-0001,STORE-0001,2023-03-09,2023-03-11,132
PO-0585,WH-0001,STORE-0001,2023-03-12,2023-03-13,119
PO-0586,WH-0002,STORE-0006,2023-04-02,2023-04-04,153
PO-0586,WH-0002,STORE-0004,2023-04-05,2023-04-06,126
PO-0587,WH-0001,STORE-0001,2024-04-10,2024-04-10,431
PO-0588,WH-0001,STORE-0008,2024-02-28,2024-02-29,331
PO-0589,WH-0002,STORE-0008,2023-11-19,2023-11-20,139
PO-0589,WH-0002,STORE-0005,2023-11-21,2023-11-21,246
PO-0590,WH-0003,STORE-0009,2024-01-11,2024-01-11,359
PO-0590,WH-0003,STORE-0006,2024-01-13,2024-01-15,56
PO-0590,WH-0003,STORE-0004,2024-01-15,2024-01-17,67
PO-0591,WH-0001,STORE-0007,2024-05-15,2024-05-15,416
PO-0592,WH-0002,STORE-0010,2023-08-21,2023-08-21,474
PO-0593,WH-0002,STORE-0004,2024-07-27,2024-07-27,62
PO-0593,WH-0002,STORE-0002,2024-07-30,2024-08-01,10
PO-0593,WH-0002,STORE-0005,2024-08-01,2024-08-03,1
PO-0594,WH-0001,STORE-0003,2023-06-09,2023-06-09,104
PO-0595,WH-0001,STORE-0009,2023-07-17,2023-07-19,160
PO-0596,WH-0003,STORE-0008,2023-12-18,2023-12-20,33
PO-0596,WH-0003,STORE-0002,2023-12-18,2023-12-19,23
PO-0596,WH-0003,STORE-0009,2023-12-21,2023-12-23,17
PO-0597,WH-0003,STORE-0005,2023-05-24,2023-05-26,284
PO-0598,WH-0002,STORE-0001,2023-05-28,2023-05-30,299
PO-0598,WH-0002,STORE-0007,2023-05-29,2023-05-30,127
PO-0599,WH-0001,STORE-0009,2024-09-02,2024-09-03,449
PO-0600,WH-0003,STORE-0004,2024-08-22,2024-08-22,44
PO-0600,WH-0003,STORE-0003,2024-08-22,2024-08-24,59
PO-0601,WH-0003,STORE-0009,2023-12-09,2023-12-10,12
PO-0601,WH-0003,STORE-0004,2023-12-11,2023-12-12,87
PO-0601,WH-0003,STORE-0009,2023-12-13,2023-12-13,165
PO-0602,WH-0001,STORE-0009,2023-09-19,2023-09-19,200
PO-0603,WH-0003,STORE-0003,2023-06-02,2023-06-03,203
PO-0604,WH-0001,STORE-0004,2023-12-02,2023-12-02,338
PO-0604,WH-0001,STORE-0001,2023-12-02,2023-12-04,35
PO-0605,WH-0001,STORE-0006,2023-11-09,2023-11-09,198
PO-0605,WH-0001,STORE-0003,2023-11-11,2023-11-12,194
PO-0605,WH-0001,STORE-0006,2023-11-13,2023-11-13,21
PO-0606,WH-0002,STORE-0005,2024-06-10,2024-06-10,384
PO-0606,WH-0002,STORE-0001,2024-06-12,2024-06-14,29
PO-0607,WH-0003,STORE-0007,2024-08-10,2024-08-12,362
PO-0607,WH-0003,STORE-0009,2024-08-12,2024-08-12,19
PO-0607,WH-0003,STORE-0004,2024-08-15,2024-08-16,10
PO-0608,WH-0001,STORE-0007,2024-07-09,2024-07-09,463
PO-0609,WH-0002,STORE-0007,2023-02-06,2023-02-07,393
PO-0610,WH-0003,STORE-0003,2023-06-21,2023-06-22,73
