po_id,product_id,store_id,expire_date,expired_qty,cost_per_unit,loss_value_thb,reason
PO-0641,SKU-0004,STORE-0003,2024-02-10,11,15.37,169.07,late_markdown
PO-0642,SKU-0070,STORE-0006,2023-06-09,10,63.36,633.6,late_markdown
PO-0643,SKU-0048,STORE-0009,2024-01-13,1,13.46,13.46,no_markdown_applied
PO-0644,SKU-0001,STORE-0004,2023-07-27,9,37.89,341.01,demand_lower_than_expected
PO-0645,SKU-0027,STORE-0003,2024-07-24,18,87.22,1569.96,late_markdown
PO-0647,SKU-0024,STORE-0009,2024-09-20,5,29.4,147.0,demand_lower_than_expected
PO-0648,SKU-0071,STORE-0009,2024-08-08,1,42.07,42.07,demand_lower_than_expected
PO-0649,SKU-0075,STORE-0010,2023-11-16,6,56.77,340.62,no_markdown_applied
PO-0650,SKU-0031,STORE-0001,2023-11-20,10,46.66,466.6,late_markdown
PO-0651,SKU-0058,STORE-0002,2023-08-08,13,27.15,352.95,no_markdown_applied
PO-0652,SKU-0073,STORE-0008,2024-09-08,9,9.03,81.27,no_markdown_applied
PO-0653,SKU-0032,STORE-0009,2023-08-23,12,8.65,103.8,no_markdown_applied
PO-0654,SKU-0047,STORE-0009,2024-04-04,1,8.55,8.55,no_markdown_applied
PO-0655,SKU-0046,STORE-0008,2024-05-22,20,16.67,333.4,demand_lower_than_expected
PO-0656,SKU-0078,STORE-0009,2023-06-25,3,60.43,181.29,no_markdown_applied
PO-0657,SKU-0010,STORE-0004,2024-09-08,11,14.66,161.26,late_markdown
PO-0658,SKU-0075,STORE-0004,2024-08-14,8,44.61,356.88,demand_lower_than_expected
PO-0659,SKU-0034,STORE-0009,2024-08-07,2,11.85,23.7,no_markdown_applied
PO-0660,SKU-0020,STORE-0003,2024-05-17,3,7.47,22.41,no_markdown_applied
PO-0661,SKU-0065,STORE-0010,2023-11-12,29,6.34,183.86,late_markdown
PO-0662,SKU-0031,STORE-0002,2024-11-27,26,63.46,1649.96,no_markdown_applied
PO-0663,SKU-0018,STORE-0006,2023-07-10,13,39.14,508.82,demand_lower_than_expected
PO-0664,SKU-0019,STORE-0003,2024-09-13,10,28.57,285.7,demand_lower_than_expected
PO-0665,SKU-0063,STORE-0006,2023-02-23,8,6.24,49.92,demand_lower_than_expected
PO-0666,SKU-0027,STORE-0003,2023-09-06,17,93.41,1587.97,demand_lower_than_expected
PO-0668,SKU-0067,STORE-0001,2023-12-31,23,15.19,349.37,no_markdown_applied
PO-0669,SKU-0073,STORE-0002,2023-10-22,14,7.41,103.74,no_markdown_applied
PO-0670,SKU-0010,STORE-0006,2024-03-21,7,16.2,113.4,demand_lower_than_expected
PO-0671,SKU-0045,STORE-0001,2024-07-20,6,89.13,534.78,no_markdown_applied
PO-0672,SKU-0018,STORE-0006,2023-01-24,7,39.28,274.96,no_markdown_applied
PO-0673,SKU-0028,STORE-0006,2024-07-22,1,8.49,8.49,demand_lower_than_expected
PO-0674,SKU-0054,STORE-0003,2023-07-13,6,7.24,43.44,demand_lower_than_expected
PO-0675,SKU-0062,STORE-0008,2024-07-19,10,26.84,268.4,no_markdown_applied
PO-0676,SKU-0006,STORE-0003,2024-03-05,6,80.96,485.76,late_markdown
PO-0677,SKU-0006,STORE-0009,2023-06-06,20,65.07,1301.4,no_markdown_applied
PO-0678,SKU-0052,STORE-0001,2023-10-26,2,5.78,11.56,no_markdown_applied
PO-0679,SKU-0037,STORE-0004,2023-03-04,1,44.96,44.96,no_markdown_applied
PO-0680,SKU-0029,STORE-0001,2025-05-06,12,34.69,416.28,no_markdown_applied
PO-0681,SKU-0080,STORE-0005,2024-09-09,26,52.24,1358.24,late_markdown
PO-0682,SKU-0076,STORE-0007,2024-01-09,3,68.16,204.48,late_markdown
PO-0683,SKU-0026,STORE-0004,2023-05-26,18,5.53,99.54,no_markdown_applied
PO-0684,SKU-0013,STORE-0004,2024-03-23,6,46.19,277.14,no_markdown_applied
PO-0685,SKU-0065,STORE-0010,2023-03-09,43,6.44,276.92,no_markdown_applied
PO-0686,SKU-0001,STORE-0001,2023-07-24,8,39.31,314.48,no_markdown_applied
PO-0687,SKU-0006,STORE-0005,2024-07-03,24,79.34,1904.16,late_markdown
PO-0688,SKU-0049,STORE-0002,2024-06-21,12,37.76,453.12,no_markdown_applied
PO-0689,SKU-0018,STORE-0010,2024-08-22,10,46.22,462.2,late_markdown
PO-0690,SKU-0070,STORE-0001,2023-04-09,13,45.98,597.74,late_markdown
PO-0691,SKU-0016,STORE-0010,2023-07-18,16,14.06,224.96,demand_lower_than_expected
PO-0692,SKU-0041,STORE-0002,2023-10-11,2,48.57,97.14,no_markdown_applied
PO-0693,SKU-0033,STORE-0005,2024-04-07,1,21.48,21.48,demand_lower_than_expected
PO-0694,SKU-0036,STORE-0003,2024-09-07,15,17.48,262.2,late_markdown
PO-0695,SKU-0072,STORE-0003,2025-03-09,2,15.56,31.12,demand_lower_than_expected
PO-0696,SKU-0040,STORE-0006,2025-01-27,7,12.15,85.05,late_markdown
PO-0697,SKU-0016,STORE-0006,2024-08-23,21,16.01,336.21,demand_lower_than_expected
PO-0698,SKU-0066,STORE-0010,2023-06-25,2,88.88,177.76,late_markdown
PO-0699,SKU-0001,STORE-0009,2023-04-28,11,29.17,320.87,demand_lower_than_expected
PO-0700,SKU-0012,STORE-0005,2025-05-08,1,41.45,41.45,late_markdown
PO-0701,SKU-0050,STORE-0005,2024-04-02,5,49.26,246.3,late_markdown
PO-0702,SKU-0008,STORE-0002,2023-11-10,5,41.75,208.75,late_markdown
PO-0703,SKU-0026,STORE-0009,2024-06-06,35,5.08,177.8,late_markdown
PO-0704,SKU-0077,STORE-0004,2023-11-01,3,52.37,157.11,demand_lower_than_expected
PO-0705,SKU-0047,STORE-0004,2023-07-12,1,8.46,8.46,late_markdown
PO-0706,SKU-0052,STORE-0010,2023-05-05,1,5.11,5.11,demand_lower_than_expected
PO-0707,SKU-0002,STORE-0005,2024-09-27,15,14.4,216.0,no_markdown_applied
PO-0708,SKU-0072,STORE-0006,2025-07-22,1,17.05,17.05,no_markdown_applied
PO-0709,SKU-0059,STORE-0007,2023-09-30,2,26.64,53.28,late_markdown
PO-0710,SKU-0014,STORE-0005,2023-08-06,16,7.94,127.04,no_markdown_applied
PO-0711,SKU-0066,STORE-0002,2023-12-25,1,92.24,92.24,demand_lower_than_expected
PO-0712,SKU-0049,STORE-0006,2023-10-27,24,35.94,862.56,late_markdown
PO-0713,SKU-0059,STORE-0005,2024-01-27,2,30.16,60.32,no_markdown_applied
PO-0714,SKU-0049,STORE-0005,2023-06-05,18,41.2,741.6,late_markdown
PO-0715,SKU-0053,STORE-0005,2023-11-06,4,13.23,52.92,demand_lower_than_expected
PO-0716,SKU-0012,STORE-0008,2024-10-01,2,50.59,101.18,demand_lower_than_expected
PO-0717,SKU-0023,STORE-0003,2023-05-28,16,71.29,1140.64,no_markdown_applied
PO-0718,SKU-0025,STORE-0008,2025-02-12,3,57.84,173.52,demand_lower_than_expected
PO-0719,SKU-0030,STORE-0003,2023-09-25,1,15.22,15.22,demand_lower_than_expected
PO-0720,SKU-0014,STORE-0008,2024-02-03,3,11.97,35.91,demand_lower_than_expected
PO-0721,SKU-0070,STORE-0007,2024-06-06,2,60.59,121.18,demand_lower_than_expected
PO-0722,SKU-0074,STORE-0004,2023-12-28,6,16.4,98.4,demand_lower_than_expected
PO-0723,SKU-0029,STORE-0010,2025-06-13,5,37.55,187.75,demand_lower_than_expected
PO-0724,SKU-0062,STORE-0010,2024-09-04,17,20.0,340.0,demand_lower_than_expected
PO-0725,SKU-0023,STORE-0002,2024-04-20,12,95.97,1151.64,demand_lower_than_expected
PO-0726,SKU-0002,STORE-0001,2024-07-23,1,14.21,14.21,demand_lower_than_expected
PO-0727,SKU-0047,STORE-0010,2024-08-27,4,9.23,36.92,no_markdown_applied
PO-0728,SKU-0035,STORE-0002,2024-09-19,1,44.13,44.13,demand_lower_than_expected
PO-0729,SKU-0055,STORE-0004,2024-02-13,13,44.92,583.96,late_markdown
PO-0730,SKU-0058,STORE-0008,2024-01-31,10,26.6,266.0,late_markdown
PO-0731,SKU-0035,STORE-0006,2023-10-25,3,31.67,95.01,no_markdown_applied
PO-0732,SKU-0020,STORE-0009,2024-02-07,4,9.02,36.08,late_markdown
PO-0733,SKU-0067,STORE-0004,2024-04-15,14,14.5,203.0,demand_lower_than_expected
PO-0734,SKU-0073,STORE-0007,2023-11-24,4,7.49,29.96,no_markdown_applied
PO-0735,SKU-0033,STORE-0001,2023-07-03,3,21.34,64.02,demand_lower_than_expected
PO-0736,SKU-0034,STORE-0005,2025-04-18,3,9.31,27.93,late_markdown
PO-0737,SKU-0053,STORE-0002,2023-11-27,1,12.19,12.19,late_markdown
PO-0738,SKU-0069,STORE-0001,2023-08-10,5,44.49,222.45,no_markdown_applied
PO-0739,SKU-0066,STORE-0003,2024-01-13,3,88.46,265.38,demand_lower_than_expected
PO-0740,SKU-0037,STORE-0008,2023-04-29,5,55.23,276.15,demand_lower_than_expected
PO-0741,SKU-0044,STORE-0008,2024-07-02,7,55.22,386.54,demand_lower_than_expected
PO-0742,SKU-0021,STORE-0003,2024-03-07,7,16.0,112.0,late_markdown
PO-0743,SKU-0078,STORE-0001,2024-01-07,26,49.39,1284.14,late_markdown
PO-0744,SKU-0067,STORE-0006,2024-02-19,15,12.59,188.85,no_markdown_applied
PO-0745,SKU-0031,STORE-0008,2023-07-27,40,45.83,1833.2,no_markdown_applied
PO-0746,SKU-0051,STORE-0002,2023-09-24,8,8.05,64.4,no_markdown_applied
PO-0747,SKU-0051,STORE-0009,2025-01-13,18,11.23,202.14,demand_lower_than_expected
PO-0749,SKU-0037,STORE-0004,2023-12-18,5,55.11,275.55,demand_lower_than_expected
PO-0750,SKU-0005,STORE-0007,2024-08-26,15,33.76,506.4,late_markdown
PO-0751,SKU-0070,STORE-0010,2024-05-18,7,53.18,372.26,demand_lower_than_expected
PO-0752,SKU-0077,STORE-0003,2024-07-17,1,55.22,55.22,no_markdown_applied
PO-0753,SKU-0069,STORE-0007,2024-08-15,5,43.28,216.4,no_markdown_applied
PO-0754,SKU-0012,STORE-0003,2025-07-11,3,42.45,127.35,no_markdown_applied
PO-0755,SKU-0002,STORE-0002,2023-10-28,1,13.27,13.27,late_markdown
PO-0757,SKU-0056,STORE-0003,2024-07-08,4,11.83,47.32,late_markdown
PO-0758,SKU-0025,STORE-0007,2023-07-17,1,61.43,61.43,late_markdown
PO-0759,SKU-0050,STORE-0006,2025-02-13,13,44.02,572.26,no_markdown_applied
PO-0760,SKU-0031,STORE-0008,2023-09-27,28,58.52,1638.56,demand_lower_than_expected
PO-0761,SKU-0069,STORE-0001,2023-10-19,10,32.24,322.4,demand_lower_than_expected
PO-0762,SKU-0038,STORE-0006,2023-03-23,3,38.59,115.77,no_markdown_applied
PO-0763,SKU-0080,STORE-0004,2024-04-21,27,44.25,1194.75,late_markdown
PO-0764,SKU-0003,STORE-0008,2024-06-06,1,57.23,57.23,no_markdown_applied
PO-0765,SKU-0057,STORE-0001,2023-11-06,2,6.03,12.06,late_markdown
PO-0766,SKU-0028,STORE-0010,2023-07-06,2,9.6,19.2,late_markdown
PO-0767,SKU-0005,STORE-0008,2024-03-25,6,28.98,173.88,no_markdown_applied
PO-0768,SKU-0051,STORE-0007,2023-09-01,9,10.18,91.62,demand_lower_than_expected
PO-0769,SKU-0049,STORE-0002,2023-08-21,19,27.82,528.58,no_markdown_applied
PO-0770,SKU-0057,STORE-0001,2023-10-20,2,8.77,17.54,demand_lower_than_expected
PO-0771,SKU-0013,STORE-0003,2023-08-15,23,50.42,1159.66,late_markdown
PO-0772,SKU-0040,STORE-0007,2024-11-03,4,10.99,43.96,late_markdown
PO-0773,SKU-0071,STORE-0004,2023-03-12,4,38.32,153.28,late_markdown
PO-0774,SKU-0007,STORE-0001,2024-11-06,5,10.77,53.85,no_markdown_applied
PO-0776,SKU-0032,STORE-0009,2024-10-23,1,12.2,12.2,late_markdown
PO-0777,SKU-0020,STORE-0003,2024-05-21,2,8.89,17.78,no_markdown_applied
PO-0778,SKU-0080,STORE-0001,2023-06-27,26,62.64,1628.64,late_markdown
PO-0779,SKU-0020,STORE-0002,2023-03-12,2,8.01,16.02,late_markdown
PO-0780,SKU-0041,STORE-0002,2023-07-17,2,59.12,118.24,demand_lower_than_expected
PO-0781,SKU-0003,STORE-0001,2025-04-07,2,44.01,88.02,demand_lower_than_expected
PO-0782,SKU-0006,STORE-0007,2023-05-31,25,85.92,2148.0,demand_lower_than_expected
PO-0783,SKU-0063,STORE-0007,2023-11-15,13,8.13,105.69,no_markdown_applied
PO-0784,SKU-0060,STORE-0007,2024-01-29,4,91.92,367.68,demand_lower_than_expected
PO-0785,SKU-0068,STORE-0010,2024-09-23,1,45.6,45.6,no_markdown_applied
PO-0786,SKU-0001,STORE-0007,2024-09-13,7,38.61,270.27,no_markdown_applied
PO-0787,SKU-0047,STORE-0002,2023-07-18,5,8.33,41.65,no_markdown_applied
PO-0788,SKU-0050,STORE-0007,2024-03-17,4,47.26,189.04,late_markdown
PO-0789,SKU-0037,STORE-0010,2024-08-21,5,49.74,248.7,late_markdown
PO-0790,SKU-0009,STORE-0007,2023-05-11,7,54.18,379.26,no_markdown_applied
PO-0791,SKU-0014,STORE-0007,2023-08-03,20,8.51,170.2,late_markdown
PO-0792,SKU-0050,STORE-0002,2025-08-19,6,46.5,279.0,no_markdown_applied
PO-0793,SKU-0029,STORE-0002,2024-09-21,7,39.98,279.86,late_markdown
PO-0794,SKU-0011,STORE-0010,2023-10-13,9,15.01,135.09,no_markdown_applied
PO-0795,SKU-0054,STORE-0005,2024-03-15,2,7.38,14.76,no_markdown_applied
PO-0796,SKU-0068,STORE-0009,2023-05-11,1,51.94,51.94,late_markdown
PO-0797,SKU-0013,STORE-0001,2023-04-09,4,51.74,206.96,no_markdown_applied
PO-0798,SKU-0068,STORE-0009,2024-04-04,2,41.13,82.26,no_markdown_applied
PO-0799,SKU-0072,STORE-0001,2024-07-12,3,20.53,61.59,demand_lower_than_expected
PO-0800,SKU-0059,STORE-0003,2024-09-19,5,27.75,138.75,late_markdown
