po_id,warehouse_id,product_id,po_date,arrival_date,manufacturing_date,expire_date,qty,unit,po_price_per_unit,po_price_total,lead_time_days
PO-0442,WH-0001,SKU-0048,2024-02-27,2024-03-11,2024-01-29,2024-05-10,284,piece,16.09,4569.56,13
PO-0443,WH-0001,SKU-0018,2024-08-17,2024-08-20,2024-07-31,2024-08-27,376,piece,53.84,20243.84,3
PO-0444,WH-0002,SKU-0017,2024-08-04,2024-08-06,2024-07-21,2024-08-13,171,piece,7.09,1212.39,2
PO-0445,WH-0001,SKU-0042,2024-02-07,2024-02-20,2024-01-11,2024-03-05,212,piece,7.7,1632.4,13
PO-0446,WH-0001,SKU-0075,2023-03-18,2023-03-23,2023-03-13,2023-05-22,105,piece,39.06,4101.3,5
PO-0447,WH-0001,SKU-0053,2024-04-05,2024-04-14,2024-03-25,2024-06-13,111,piece,13.35,1481.85,9
PO-0448,WH-0001,SKU-0034,2024-04-07,2024-04-13,2024-03-23,2025-04-13,486,piece,8.17,3970.62,6
PO-0449,WH-0002,SKU-0078,2023-11-08,2023-11-21,2023-10-16,2024-01-20,70,piece,44.92,3144.4,13
PO-0450,WH-0001,SKU-0032,2023-06-01,2023-06-04,2023-05-09,2023-08-03,232,piece,9.48,2199.36,3
PO-0451,WH-0002,SKU-0023,2023-11-03,2023-11-09,2023-10-07,2024-01-08,65,piece,95.07,6179.55,6
PO-0452,WH-0001,SKU-0032,2024-07-23,2024-08-05,2024-07-05,2024-10-04,98,piece,9.79,959.42,13
PO-0453,WH-0002,SKU-0029,2023-05-05,2023-05-07,2023-05-03,2024-05-06,116,piece,31.02,3598.32,2
PO-0454,WH-0001,SKU-0011,2024-01-17,2024-01-29,2023-12-27,2024-03-29,348,piece,13.66,4753.68,12
PO-0455,WH-0002,SKU-0057,2023-01-23,2023-01-26,2023-01-16,2023-02-25,464,piece,6.48,3006.72,3
PO-0456,WH-0002,SKU-0007,2023-05-06,2023-05-08,2023-04-21,2024-05-07,136,piece,11.99,1630.64,2
PO-0457,WH-0002,SKU-0049,2024-02-09,2024-02-18,2024-02-08,2024-03-19,399,piece,34.96,13949.04,9
PO-0458,WH-0001,SKU-0036,2023-08-08,2023-08-12,2023-07-30,2023-09-11,278,piece,21.73,6040.94,4
PO-0459,WH-0002,SKU-0064,2023-09-09,2023-09-21,2023-08-30,2023-09-28,260,piece,92.48,24044.8,12
PO-0460,WH-0003,SKU-0050,2023-03-04,2023-03-07,2023-02-23,2024-03-06,120,piece,44.93,5391.6,3
PO-0461,WH-0002,SKU-0070,2024-06-22,2024-06-27,2024-06-01,2024-07-04,456,piece,40.08,18276.48,5
PO-0462,WH-0003,SKU-0063,2024-01-03,2024-01-12,2023-12-16,2024-01-19,226,piece,9.42,2128.92,9
PO-0463,WH-0001,SKU-0024,2023-11-26,2023-12-04,2023-11-17,2024-12-03,63,piece,23.51,1481.13,8
PO-0464,WH-0002,SKU-0036,2023-01-31,2023-02-14,2023-01-06,2023-03-16,79,piece,21.08,1665.32,14
PO-0465,WH-0001,SKU-0075,2024-06-26,2024-07-03,2024-06-01,2024-09-01,169,piece,57.27,9678.63,7
PO-0466,WH-0003,SKU-0035,2023-09-11,2023-09-23,2023-09-03,2023-11-22,323,piece,41.68,13462.64,12
PO-0467,WH-0002,SKU-0074,2023-02-27,2023-03-13,2023-02-19,2023-04-12,483,piece,22.6,10915.8,14
PO-0468,WH-0003,SKU-0031,2023-12-30,2024-01-03,2023-12-24,2024-07-01,353,piece,47.47,16756.91,4
PO-0469,WH-0003,SKU-0046,2024-01-03,2024-01-14,2024-01-02,2024-01-21,340,piece,18.93,6436.2,11
PO-0470,WH-0002,SKU-0064,2023-07-12,2023-07-26,2023-06-13,2023-08-02,327,piece,71.11,23252.97,14
PO-0471,WH-0003,SKU-0030,2023-02-08,2023-02-11,2023-02-06,2023-02-25,358,piece,11.37,4070.46,3
PO-0472,WH-0002,SKU-0079,2024-05-04,2024-05-06,2024-04-23,2024-07-05,153,piece,5.41,827.73,2
PO-0473,WH-0003,SKU-0042,2023-07-01,2023-07-15,2023-06-03,2023-07-29,80,piece,6.08,486.4,14
PO-0474,WH-0001,SKU-0068,2023-05-26,2023-06-09,2023-05-22,2023-08-08,490,piece,43.72,21422.8,14
PO-0475,WH-0002,SKU-0051,2024-01-18,2024-01-31,2023-12-27,2024-07-29,350,piece,8.08,2828.0,13
PO-0476,WH-0002,SKU-0056,2023-11-27,2023-12-01,2023-11-21,2024-01-30,455,piece,14.0,6370.0,4
PO-0477,WH-0003,SKU-0072,2023-11-21,2023-11-25,2023-10-29,2024-11-24,405,piece,21.78,8820.9,4
PO-0478,WH-0002,SKU-0076,2024-01-01,2024-01-06,2023-12-10,2024-01-20,467,piece,66.13,30882.71,5
PO-0479,WH-0002,SKU-0001,2023-10-29,2023-11-02,2023-10-23,2024-01-01,409,piece,43.97,17983.73,4
PO-0480,WH-0003,SKU-0078,2024-08-04,2024-08-06,2024-07-29,2024-10-05,212,piece,62.4,13228.8,2
PO-0481,WH-0003,SKU-0014,2023-08-15,2023-08-27,2023-07-27,2023-09-26,304,piece,8.27,2514.08,12
PO-0482,WH-0001,SKU-0041,2023-03-21,2023-03-26,2023-03-09,2023-05-25,135,piece,55.35,7472.25,5
PO-0483,WH-0001,SKU-0034,2023-12-10,2023-12-19,2023-12-09,2024-12-18,157,piece,8.79,1380.03,9
PO-0484,WH-0002,SKU-0014,2023-12-25,2023-12-31,2023-11-29,2024-01-30,418,piece,7.61,3180.98,6
PO-0485,WH-0002,SKU-0022,2024-03-24,2024-04-06,2024-03-10,2024-04-20,261,piece,4.71,1229.31,13
PO-0486,WH-0003,SKU-0013,2023-12-26,2024-01-05,2023-12-13,2024-01-19,474,piece,46.27,21931.98,10
PO-0487,WH-0002,SKU-0010,2023-08-19,2023-08-23,2023-08-04,2023-10-22,459,piece,21.4,9822.6,4
PO-0488,WH-0002,SKU-0014,2023-01-21,2023-01-28,2023-01-12,2023-02-27,87,piece,9.22,802.14,7
PO-0489,WH-0003,SKU-0071,2023-06-14,2023-06-27,2023-06-11,2023-07-11,97,piece,43.12,4182.64,13
PO-0490,WH-0002,SKU-0056,2024-05-09,2024-05-22,2024-05-08,2024-07-21,384,piece,11.03,4235.52,13
PO-0491,WH-0002,SKU-0043,2023-06-10,2023-06-12,2023-06-06,2024-06-11,155,piece,95.9,14864.5,2
PO-0492,WH-0002,SKU-0070,2024-07-21,2024-08-03,2024-06-21,2024-08-10,185,piece,55.95,10350.75,13
PO-0493,WH-0002,SKU-0051,2023-09-01,2023-09-04,2023-08-30,2024-03-02,342,piece,10.21,3491.82,3
PO-0494,WH-0003,SKU-0001,2023-06-07,2023-06-09,2023-05-26,2023-08-08,268,piece,29.11,7801.48,2
PO-0495,WH-0002,SKU-0004,2024-05-06,2024-05-11,2024-05-02,2024-05-18,155,piece,15.49,2400.95,5
PO-0496,WH-0002,SKU-0015,2023-03-25,2023-04-03,2023-02-25,2023-04-10,207,piece,29.21,6046.47,9
PO-0497,WH-0001,SKU-0012,2024-05-15,2024-05-27,2024-05-06,2025-05-27,378,piece,47.71,18034.38,12
PO-0498,WH-0002,SKU-0024,2024-01-15,2024-01-23,2024-01-03,2025-01-22,278,piece,20.15,5601.7,8
PO-0499,WH-0003,SKU-0035,2024-04-21,2024-04-27,2024-04-13,2024-06-26,338,piece,28.66,9687.08,6
PO-0500,WH-0003,SKU-0045,2023-04-10,2023-04-13,2023-03-19,2023-05-13,463,piece,79.77,36933.51,3
PO-0501,WH-0003,SKU-0050,2023-08-21,2023-08-31,2023-08-19,2024-08-30,469,piece,47.23,22150.87,10
PO-0502,WH-0002,SKU-0031,2024-05-01,2024-05-12,2024-04-02,2024-11-08,293,piece,47.0,13771.0,11
PO-0503,WH-0003,SKU-0067,2023-02-05,2023-02-15,2023-01-17,2023-03-17,459,piece,13.57,6228.63,10
PO-0504,WH-0001,SKU-0058,2023-05-31,2023-06-03,2023-05-06,2023-06-17,138,piece,31.23,4309.74,3
PO-0505,WH-0003,SKU-0017,2023-08-05,2023-08-19,2023-07-29,2023-08-26,71,piece,7.59,538.89,14
PO-0506,WH-0002,SKU-0019,2024-03-21,2024-03-26,2024-02-23,2024-04-25,477,piece,26.89,12826.53,5
PO-0507,WH-0002,SKU-0072,2023-03-10,2023-03-13,2023-02-25,2024-03-12,253,piece,18.83,4763.99,3
PO-0508,WH-0003,SKU-0002,2024-06-16,2024-06-25,2024-05-17,2024-07-25,452,piece,14.38,6499.76,9
PO-0509,WH-0003,SKU-0015,2024-06-19,2024-07-03,2024-06-05,2024-07-10,262,piece,21.43,5614.66,14
PO-0510,WH-0002,SKU-0014,2024-08-19,2024-09-02,2024-08-15,2024-10-02,338,piece,11.3,3819.4,14
PO-0511,WH-0002,SKU-0053,2024-07-02,2024-07-09,2024-06-03,2024-09-07,185,piece,12.39,2292.15,7
PO-0512,WH-0001,SKU-0005,2024-08-08,2024-08-19,2024-07-23,2024-10-18,138,piece,32.35,4464.3,11
PO-0513,WH-0003,SKU-0043,2024-02-16,2024-02-18,2024-02-03,2025-02-17,403,piece,68.45,27585.35,2
PO-0514,WH-0002,SKU-0048,2024-05-01,2024-05-07,2024-04-02,2024-07-06,60,piece,12.11,726.6,6
PO-0515,WH-0001,SKU-0063,2023-11-15,2023-11-21,2023-10-19,2023-11-28,489,piece,8.61,4210.29,6
PO-0516,WH-0002,SKU-0057,2023-08-22,2023-08-26,2023-08-12,2023-09-25,446,piece,9.1,4058.6,4
PO-0517,WH-0002,SKU-0012,2024-03-02,2024-03-13,2024-02-10,2025-03-13,146,piece,45.43,6632.78,11
PO-0518,WH-0001,SKU-0048,2024-05-11,2024-05-25,2024-04-24,2024-07-24,470,piece,10.35,4864.5,14
PO-0519,WH-0003,SKU-0065,2023-03-09,2023-03-15,2023-02-14,2023-03-29,256,piece,6.51,1666.56,6
PO-0520,WH-0001,SKU-0025,2024-08-05,2024-08-07,2024-07-30,2025-02-03,498,piece,60.22,29989.56,2
PO-0521,WH-0002,SKU-0007,2023-09-13,2023-09-15,2023-08-29,2024-09-14,234,piece,10.95,2562.3,2
PO-0522,WH-0003,SKU-0051,2024-01-13,2024-01-22,2023-12-27,2024-07-20,375,piece,11.98,4492.5,9
PO-0523,WH-0002,SKU-0063,2023-02-01,2023-02-06,2023-01-20,2023-02-13,354,piece,7.67,2715.18,5
PO-0524,WH-0002,SKU-0045,2024-08-23,2024-09-02,2024-08-11,2024-10-02,133,piece,90.8,12076.4,10
PO-0525,WH-0003,SKU-0050,2023-04-03,2023-04-09,2023-04-02,2024-04-08,75,piece,39.22,2941.5,6
PO-0526,WH-0003,SKU-0029,2023-08-08,2023-08-13,2023-07-18,2024-08-12,396,piece,31.17,12343.32,5
PO-0527,WH-0003,SKU-0002,2024-02-24,2024-03-05,2024-02-23,2024-04-04,292,piece,15.7,4584.4,10
PO-0528,WH-0002,SKU-0002,2023-06-27,2023-07-08,2023-06-01,2023-08-07,164,piece,11.58,1899.12,11
PO-0529,WH-0002,SKU-0049,2023-10-09,2023-10-17,2023-09-10,2023-11-16,486,piece,33.62,16339.32,8
PO-0530,WH-0003,SKU-0067,2023-08-12,2023-08-21,2023-08-02,2023-09-20,472,piece,13.9,6560.8,9
PO-0531,WH-0003,SKU-0048,2023-04-15,2023-04-17,2023-03-29,2023-06-16,337,piece,14.05,4734.85,2
PO-0532,WH-0002,SKU-0014,2023-10-17,2023-10-23,2023-09-25,2023-11-22,296,piece,7.9,2338.4,6
PO-0533,WH-0001,SKU-0039,2023-11-29,2023-12-05,2023-11-20,2024-12-04,146,piece,6.56,957.76,6
PO-0534,WH-0003,SKU-0077,2023-02-28,2023-03-14,2023-01-31,2023-03-21,256,piece,55.95,14323.2,14
PO-0535,WH-0002,SKU-0064,2023-05-24,2023-06-06,2023-05-23,2023-06-13,201,piece,69.26,13921.26,13
PO-0536,WH-0003,SKU-0005,2024-02-19,2024-02-27,2024-01-26,2024-04-27,348,piece,39.81,13853.88,8
PO-0537,WH-0002,SKU-0029,2023-07-14,2023-07-21,2023-06-20,2024-07-20,401,piece,36.82,14764.82,7
PO-0538,WH-0003,SKU-0022,2024-01-03,2024-01-13,2023-12-24,2024-01-27,480,piece,5.08,2438.4,10
PO-0539,WH-0003,SKU-0061,2023-07-05,2023-07-11,2023-07-01,2023-09-09,115,piece,14.63,1682.45,6
PO-0540,WH-0003,SKU-0024,2024-07-26,2024-08-09,2024-06-26,2025-08-09,398,piece,30.62,12186.76,14
PO-0541,WH-0002,SKU-0029,2023-04-02,2023-04-07,2023-03-21,2024-04-06,431,piece,42.63,18373.53,5
PO-0542,WH-0001,SKU-0075,2023-12-06,2023-12-13,2023-11-27,2024-02-11,200,piece,45.92,9184.0,7
PO-0543,WH-0001,SKU-0075,2024-04-26,2024-04-28,2024-03-29,2024-06-27,347,piece,56.61,19643.67,2
PO-0544,WH-0003,SKU-0016,2024-04-28,2024-05-03,2024-04-11,2024-10-30,494,piece,19.96,9860.24,5
PO-0545,WH-0002,SKU-0020,2023-11-02,2023-11-10,2023-10-31,2023-11-17,120,piece,9.72,1166.4,8
PO-0546,WH-0003,SKU-0059,2024-02-24,2024-03-06,2024-01-26,2024-04-05,123,piece,23.48,2888.04,11
PO-0547,WH-0001,SKU-0063,2023-07-04,2023-07-18,2023-07-01,2023-07-25,220,piece,8.37,1841.4,14
PO-0548,WH-0001,SKU-0001,2023-11-17,2023-11-29,2023-11-15,2024-01-28,281,piece,32.32,9081.92,12
PO-0549,WH-0001,SKU-0063,2024-08-13,2024-08-27,2024-08-07,2024-09-03,452,piece,8.86,4004.72,14
PO-0550,WH-0002,SKU-0055,2023-05-13,2023-05-24,2023-04-29,2023-06-23,256,piece,45.15,11558.4,11
PO-0551,WH-0001,SKU-0069,2024-01-28,2024-01-30,2024-01-26,2024-02-06,152,piece,40.2,6110.4,2
PO-0552,WH-0001,SKU-0068,2023-11-26,2023-12-10,2023-10-30,2024-02-08,147,piece,36.0,5292.0,14
PO-0553,WH-0002,SKU-0045,2023-09-12,2023-09-17,2023-08-20,2023-10-17,209,piece,64.4,13459.6,5
PO-0554,WH-0002,SKU-0022,2024-05-30,2024-06-10,2024-05-20,2024-06-24,83,piece,5.45,452.35,11
PO-0555,WH-0002,SKU-0067,2023-10-25,2023-11-03,2023-10-01,2023-12-03,355,piece,13.28,4714.4,9
PO-0556,WH-0001,SKU-0063,2023-05-18,2023-05-25,2023-04-19,2023-06-01,233,piece,8.81,2052.73,7
PO-0557,WH-0001,SKU-0029,2024-02-18,2024-02-20,2024-02-10,2025-02-19,422,piece,44.59,18816.98,2
PO-0558,WH-0003,SKU-0022,2023-01-23,2023-02-03,2023-01-06,2023-02-17,113,piece,4.42,499.46,11
PO-0559,WH-0001,SKU-0033,2023-02-08,2023-02-16,2023-01-10,2023-03-02,444,piece,18.68,8293.92,8
PO-0560,WH-0002,SKU-0003,2023-02-19,2023-03-03,2023-02-15,2024-03-02,74,piece,50.95,3770.3,12
PO-0561,WH-0001,SKU-0071,2024-03-30,2024-04-07,2024-03-26,2024-04-21,179,piece,46.16,8262.64,8
PO-0562,WH-0001,SKU-0002,2023-07-30,2023-08-12,2023-07-08,2023-09-11,204,piece,12.63,2576.52,13
PO-0563,WH-0001,SKU-0078,2024-06-16,2024-06-22,2024-05-27,2024-08-21,408,piece,42.99,17539.92,6
PO-0564,WH-0001,SKU-0016,2024-06-07,2024-06-20,2024-05-18,2024-12-17,194,piece,15.0,2910.0,13
PO-0565,WH-0003,SKU-0026,2024-05-24,2024-05-29,2024-05-04,2024-06-05,448,piece,4.19,1877.12,5
PO-0566,WH-0003,SKU-0053,2023-07-26,2023-08-02,2023-07-03,2023-10-01,201,piece,11.0,2211.0,7
PO-0567,WH-0001,SKU-0062,2024-05-23,2024-05-28,2024-04-30,2024-07-27,219,piece,22.47,4920.93,5
PO-0568,WH-0001,SKU-0074,2023-04-02,2023-04-05,2023-03-06,2023-05-05,392,piece,18.32,7181.44,3
PO-0569,WH-0002,SKU-0013,2024-06-07,2024-06-10,2024-05-14,2024-06-24,181,piece,49.94,9039.14,3
PO-0570,WH-0001,SKU-0007,2023-10-31,2023-11-06,2023-10-16,2024-11-05,101,piece,11.46,1157.46,6
PO-0571,WH-0001,SKU-0041,2023-10-25,2023-11-01,2023-09-29,2023-12-31,268,piece,57.88,15511.84,7
PO-0572,WH-0002,SKU-0018,2023-02-16,2023-02-18,2023-01-19,2023-02-25,389,piece,50.0,19450.0,2
PO-0573,WH-0002,SKU-0035,2024-01-02,2024-01-11,2023-12-13,2024-03-11,499,piece,40.25,20084.75,9
PO-0574,WH-0002,SKU-0052,2023-12-17,2023-12-21,2023-12-13,2024-01-20,254,piece,5.77,1465.58,4
PO-0575,WH-0001,SKU-0062,2024-01-30,2024-02-12,2024-01-02,2024-04-12,459,piece,24.77,11369.43,13
PO-0576,WH-0002,SKU-0008,2023-04-26,2023-04-30,2023-04-03,2023-05-07,482,piece,30.35,14628.7,4
PO-0577,WH-0002,SKU-0057,2024-05-09,2024-05-23,2024-04-20,2024-06-22,142,piece,8.29,1177.18,14
PO-0578,WH-0001,SKU-0017,2023-01-30,2023-02-11,2023-01-01,2023-02-18,297,piece,9.45,2806.65,12
PO-0579,WH-0001,SKU-0009,2024-02-26,2024-03-06,2024-02-24,2024-03-20,183,piece,50.17,9181.11,9
PO-0580,WH-0003,SKU-0074,2024-06-21,2024-07-05,2024-05-28,2024-08-04,420,piece,18.94,7954.8,14
PO-0581,WH-0003,SKU-0080,2023-12-13,2023-12-23,2023-11-26,2023-12-30,98,piece,50.31,4930.38,10
PO-0582,WH-0003,SKU-0050,2023-09-12,2023-09-21,2023-08-31,2024-09-20,126,piece,54.27,6838.02,9
PO-0583,WH-0002,SKU-0021,2023-02-25,2023-02-27,2023-02-04,2023-03-13,308,piece,21.43,6600.44,2
PO-0584,WH-0002,SKU-0063,2023-06-19,2023-06-22,2023-05-25,2023-06-29,214,piece,6.9,1476.6,3
PO-0585,WH-0001,SKU-0071,2023-02-21,2023-03-03,2023-02-13,2023-03-17,379,piece,44.02,16683.58,10
PO-0586,WH-0002,SKU-0074,2023-03-22,2023-03-31,2023-03-07,2023-04-30,279,piece,14.77,4120.83,9
PO-0587,WH-0001,SKU-0064,2024-04-02,2024-04-09,2024-03-29,2024-04-16,431,piece,83.94,36178.14,7
PO-0588,WH-0001,SKU-0072,2024-02-18,2024-02-26,2024-02-16,2025-02-25,331,piece,14.0,4634.0,8
PO-0589,WH-0002,SKU-0027,2023-11-08,2023-11-18,2023-10-21,2023-11-25,385,piece,84.61,32574.85,10
PO-0590,WH-0003,SKU-0029,2024-01-08,2024-01-10,2023-12-12,2025-01-09,482,piece,35.44,17082.08,2
PO-0591,WH-0001,SKU-0047,2024-04-29,2024-05-12,2024-04-07,2024-05-19,416,piece,7.7,3203.2,13
PO-0592,WH-0002,SKU-0046,2023-08-16,2023-08-18,2023-08-05,2023-08-25,474,piece,19.54,9261.96,2
PO-0593,WH-0002,SKU-0014,2024-07-14,2024-07-24,2024-07-02,2024-08-23,73,piece,11.86,865.78,10
PO-0594,WH-0001,SKU-0053,2023-05-24,2023-06-06,2023-04-30,2023-08-05,104,piece,11.59,1205.36,13
PO-0595,WH-0001,SKU-0051,2023-07-12,2023-07-15,2023-06-12,2024-01-11,160,piece,9.77,1563.2,3
PO-0596,WH-0003,SKU-0054,2023-12-13,2023-12-16,2023-11-18,2024-02-14,73,piece,9.47,691.31,3
PO-0597,WH-0003,SKU-0058,2023-05-07,2023-05-21,2023-04-08,2023-06-04,284,piece,27.67,7858.28,14
PO-0598,WH-0002,SKU-0068,2023-05-18,2023-05-27,2023-05-17,2023-07-26,426,piece,36.68,15625.68,9
PO-0599,WH-0001,SKU-0066,2024-08-22,2024-08-31,2024-07-23,2024-09-07,449,piece,93.91,42165.59,9
PO-0600,WH-0003,SKU-0017,2024-08-15,2024-08-19,2024-07-22,2024-08-26,103,piece,7.45,767.35,4
PO-0601,WH-0003,SKU-0050,2023-11-26,2023-12-06,2023-10-28,2024-12-05,264,piece,57.39,15150.96,10
PO-0602,WH-0001,SKU-0044,2023-09-12,2023-09-18,2023-08-30,2024-09-17,200,piece,50.81,10162.0,6
PO-0603,WH-0003,SKU-0066,2023-05-22,2023-05-30,2023-05-02,2023-06-06,203,piece,91.0,18473.0,8
PO-0604,WH-0001,SKU-0071,2023-11-18,2023-12-01,2023-10-25,2023-12-15,373,piece,40.44,15084.12,13
PO-0605,WH-0001,SKU-0017,2023-10-25,2023-11-06,2023-10-13,2023-11-13,413,piece,8.44,3485.72,12
PO-0606,WH-0002,SKU-0042,2024-05-30,2024-06-09,2024-05-07,2024-06-23,413,piece,6.43,2655.59,10
PO-0607,WH-0003,SKU-0074,2024-07-29,2024-08-07,2024-07-10,2024-09-06,391,piece,20.21,7902.11,9
PO-0608,WH-0001,SKU-0055,2024-06-30,2024-07-06,2024-06-01,2024-08-05,463,piece,35.88,16612.44,6
PO-0609,WH-0002,SKU-0007,2023-01-26,2023-02-03,2023-01-21,2024-02-03,393,piece,7.87,3092.91,8
PO-0610,WH-0003,SKU-0033,2023-06-14,2023-06-20,2023-05-23,2023-07-04,124,piece,21.34,2646.16,6
PO-0611,WH-0002,SKU-0070,2023-10-30,2023-11-04,2023-10-05,2023-11-11,66,piece,48.48,3199.68,5
PO-0612,WH-0003,SKU-0072,2023-04-15,2023-04-26,2023-03-18,2024-04-25,492,piece,15.96,7852.32,11
PO-0613,WH-0003,SKU-0066,2024-07-28,2024-08-05,2024-07-20,2024-08-12,451,piece,89.28,40265.28,8
PO-0614,WH-0003,SKU-0007,2023-10-22,2023-11-04,2023-09-30,2024-11-03,245,piece,9.44,2312.8,13
PO-0615,WH-0003,SKU-0002,2023-11-17,2023-11-27,2023-11-15,2023-12-27,430,piece,11.57,4975.1,10
PO-0616,WH-0003,SKU-0048,2024-03-29,2024-04-03,2024-02-28,2024-06-02,436,piece,13.68,5964.48,5
PO-0617,WH-0003,SKU-0025,2023-07-21,2023-08-04,2023-06-27,2024-01-31,200,piece,50.71,10142.0,14
PO-0618,WH-0002,SKU-0066,2023-03-18,2023-03-22,2023-03-12,2023-03-29,111,piece,73.65,8175.15,4
PO-0619,WH-0002,SKU-0017,2023-10-13,2023-10-23,2023-10-04,2023-10-30,132,piece,8.19,1081.08,10
PO-0620,WH-0002,SKU-0020,2023-01-06,2023-01-13,2022-12-22,2023-01-20,70,piece,6.58,460.6,7
PO-0621,WH-0002,SKU-0079,2023-02-22,2023-03-08,2023-01-23,2023-05-07,481,piece,5.09,2448.29,14
PO-0622,WH-0003,SKU-0010,2024-08-09,2024-08-19,2024-07-28,2024-10-18,451,piece,20.19,9105.69,10
PO-0623,WH-0002,SKU-0009,2023-08-14,2023-08-18,2023-07-28,2023-09-01,452,piece,46.84,21171.68,4
PO-0624,WH-0001,SKU-0012,2024-07-10,2024-07-20,2024-06-27,2025-07-20,228,piece,40.52,9238.56,10
PO-0625,WH-0003,SKU-0038,2023-12-06,2023-12-13,2023-11-24,2023-12-20,161,piece,43.99,7082.39,7
PO-0626,WH-0002,SKU-0002,2024-06-27,2024-07-06,2024-06-09,2024-08-05,108,piece,14.18,1531.44,9
PO-0627,WH-0003,SKU-0080,2023-09-04,2023-09-16,2023-08-15,2023-09-23,174,piece,63.33,11019.42,12
PO-0628,WH-0003,SKU-0015,2023-11-25,2023-12-03,2023-10-26,2023-12-10,247,piece,22.74,5616.78,8
PO-0629,WH-0003,SKU-0067,2023-10-17,2023-10-19,2023-09-17,2023-11-18,470,piece,14.82,6965.4,2
PO-0630,WH-0001,SKU-0006,2024-06-04,2024-06-13,2024-05-19,2024-06-20,201,piece,93.06,18705.06,9
PO-0631,WH-0003,SKU-0013,2023-11-25,2023-12-05,2023-11-22,2023-12-19,135,piece,57.22,7724.7,10
PO-0632,WH-0001,SKU-0009,2024-06-30,2024-07-02,2024-06-09,2024-07-16,157,piece,50.51,7930.07,2
PO-0633,WH-0003,SKU-0069,2024-03-10,2024-03-13,2024-03-03,2024-03-20,474,piece,39.72,18827.28,3
PO-0634,WH-0001,SKU-0010,2024-03-21,2024-04-02,2024-02-23,2024-06-01,432,piece,20.0,8640.0,12
PO-0635,WH-0001,SKU-0005,2024-04-15,2024-04-28,2024-04-04,2024-06-27,94,piece,28.86,2712.84,13
PO-0636,WH-0002,SKU-0074,2023-09-15,2023-09-25,2023-09-12,2023-10-25,470,piece,15.99,7515.3,10
PO-0637,WH-0002,SKU-0052,2024-02-22,2024-03-01,2024-02-07,2024-03-31,271,piece,4.31,1168.01,8
PO-0638,WH-0003,SKU-0080,2023-05-02,2023-05-12,2023-05-01,2023-05-19,82,piece,58.31,4781.42,10
PO-0639,WH-0001,SKU-0010,2023-02-16,2023-03-01,2023-01-19,2023-04-30,233,piece,22.12,5153.96,13
PO-0640,WH-0002,SKU-0039,2023-10-24,2023-11-07,2023-10-02,2024-11-06,360,piece,6.32,2275.2,14
PO-0641,WH-0001,SKU-0004,2024-01-26,2024-02-03,2023-12-30,2024-02-10,292,piece,15.37,4488.04,8
PO-0642,WH-0001,SKU-0070,2023-05-20,2023-06-02,2023-05-07,2023-06-09,201,piece,63.36,12735.36,13
PO-0643,WH-0003,SKU-0048,2023-11-02,2023-11-14,2023-10-04,2024-01-13,55,piece,13.46,740.3,12
PO-0644,WH-0003,SKU-0001,2023-05-25,2023-05-28,2023-05-23,2023-07-27,343,piece,37.89,12996.27,3
PO-0645,WH-0003,SKU-0027,2024-07-14,2024-07-17,2024-07-04,2024-07-24,433,piece,87.22,37766.26,3
PO-0646,WH-0001,SKU-0066,2023-12-19,2023-12-24,2023-12-05,2023-12-31,122,piece,65.6,8003.2,5
PO-0647,WH-0001,SKU-0024,2023-09-16,2023-09-21,2023-09-12,2024-09-20,393,piece,29.4,11554.2,5
PO-0648,WH-0001,SKU-0071,2024-07-16,2024-07-25,2024-06-25,2024-08-08,87,piece,42.07,3660.09,9
PO-0649,WH-0002,SKU-0075,2023-09-14,2023-09-17,2023-09-07,2023-11-16,299,piece,56.77,16974.23,3
PO-0650,WH-0001,SKU-0031,2023-05-12,2023-05-24,2023-04-21,2023-11-20,101,piece,46.66,4712.66,12
PO-0651,WH-0002,SKU-0058,2023-07-18,2023-07-25,2023-07-02,2023-08-08,218,piece,27.15,5918.7,7
PO-0652,WH-0002,SKU-0073,2024-08-21,2024-08-25,2024-08-02,2024-09-08,236,piece,9.03,2131.08,4
PO-0653,WH-0003,SKU-0032,2023-06-22,2023-06-24,2023-06-11,2023-08-23,452,piece,8.65,3909.8,2
PO-0654,WH-0002,SKU-0047,2024-03-22,2024-03-28,2024-02-24,2024-04-04,118,piece,8.55,1008.9,6
PO-0655,WH-0003,SKU-0046,2024-05-06,2024-05-15,2024-04-21,2024-05-22,446,piece,16.67,7434.82,9
PO-0656,WH-0001,SKU-0078,2023-04-22,2023-04-26,2023-04-01,2023-06-25,91,piece,60.43,5499.13,4
PO-0657,WH-0001,SKU-0010,2024-07-05,2024-07-10,2024-06-26,2024-09-08,422,piece,14.66,6186.52,5
PO-0658,WH-0003,SKU-0075,2024-06-03,2024-06-15,2024-06-02,2024-08-14,346,piece,44.61,15435.06,12
PO-0659,WH-0003,SKU-0034,2023-08-06,2023-08-08,2023-07-19,2024-08-07,328,piece,11.85,3886.8,2
PO-0660,WH-0003,SKU-0020,2024-04-28,2024-05-10,2024-04-03,2024-05-17,237,piece,7.47,1770.39,12
PO-0661,WH-0002,SKU-0065,2023-10-25,2023-10-29,2023-10-10,2023-11-12,311,piece,6.34,1971.74,4
PO-0662,WH-0003,SKU-0031,2024-05-29,2024-05-31,2024-05-07,2024-11-27,484,piece,63.46,30714.64,2
